issue_type,priority,image_id,image_path,label_path,label_line_index,label_line,gt_class_id,gt_class_name,pred_class_id,pred_class_name,pred_score,iou,gt_bbox_xyxy,pred_bbox_xyxy,suggested_action
box_near_miss,0.38088,36,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00036.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00036.txt,27,63 0.383681 0.873677 0.048115 0.083995,63,ALI MØRKBRENT FILTERMALT 250G,63,ALI MØRKBRENT FILTERMALT 250G,0.720019,0.471014,"[1450.0, 2515.0, 1644.0, 2769.0]","[1475.2, 2552.6, 1607.6, 2727.9]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.375172,304,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00304.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00304.txt,128,68 0.267113 0.340112 0.009921 0.028108,68,MAISKAKER SOURCREAM&ONION 125G FRIGGS,68,MAISKAKER SOURCREAM&ONION 125G FRIGGS,0.673316,0.4428,"[1057.0, 986.0, 1097.0, 1071.0]","[1052.9, 987.3, 1142.4, 1071.2]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.374778,15,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00015.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00015.txt,53,337 0.898148 0.365079 0.056878 0.063492,337,FEEL NEW URTETE ØKOLOGISK 20POS PUKKA,337,FEEL NEW URTETE ØKOLOGISK 20POS PUKKA,0.746879,0.498208,"[2630.0, 1008.0, 2802.0, 1200.0]","[2626.7, 1010.4, 2726.2, 1184.4]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.358388,272,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00272.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00272.txt,35,82 0.286875 0.526333 0.051750 0.048000,82,FRØ & HAVSALT 200G LEKSANDS,82,FRØ & HAVSALT 200G LEKSANDS,0.706427,0.492676,"[1044.0, 1507.0, 1251.0, 1651.0]","[1129.4, 1508.1, 1283.4, 1656.4]",Check bbox tightness/extent for occluded or adjacent items.
class_confusion,0.338236,36,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00036.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00036.txt,105,259 0.942708 0.606316 0.051587 0.064484,259,REGIA KAKAO ORIGINAL 260G,56,SJOKOLADEDRIKK 10PK 320G REGIA,0.104538,0.688784,"[3697.0, 1736.0, 3905.0, 1931.0]","[3735.1, 1745.2, 3924.3, 1939.9]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
box_near_miss,0.327718,304,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00304.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00304.txt,126,188 0.238963 0.350529 0.008185 0.023148,188,MAISKAKER POPCORN 125G FRIGGS,188,MAISKAKER POPCORN 125G FRIGGS,0.53191,0.383884,"[947.0, 1025.0, 980.0, 1095.0]","[906.2, 1023.1, 985.8, 1098.7]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.319033,303,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00303.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00303.txt,40,73 0.393353 0.318287 0.053571 0.047950,73,MELLOMBAR SJOKOLADE&KRISP 138G ELDORADO,73,MELLOMBAR SJOKOLADE&KRISP 138G ELDORADO,0.546685,0.416422,"[1478.0, 890.0, 1694.0, 1035.0]","[1574.1, 889.9, 1723.6, 1011.3]",Check bbox tightness/extent for occluded or adjacent items.
class_confusion,0.297303,13,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00013.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00013.txt,85,160 0.738375 0.881333 0.031250 0.075333,160,ALI ORIGINAL KOKMALT 250G,171,ALI ORIGINAL FILTERMALT 250G,0.000782,0.742084,"[2891.0, 2531.0, 3016.0, 2757.0]","[2897.2, 2536.0, 3016.9, 2814.9]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
box_near_miss,0.292559,108,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00108.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00108.txt,45,275 0.585483 0.586806 0.179563 0.044147,275,EGG FRITTGÅENDE 18STK S/M FIRST PRICE,275,EGG FRITTGÅENDE 18STK S/M FIRST PRICE,0.572455,0.48894,"[1499.0, 2277.0, 2042.0, 2455.0]","[1631.4, 2277.8, 2050.7, 2394.1]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.291039,36,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00036.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00036.txt,25,63 0.454117 0.873677 0.041171 0.083995,63,ALI MØRKBRENT FILTERMALT 250G,63,ALI MØRKBRENT FILTERMALT 250G,0.561064,0.481272,"[1748.0, 2515.0, 1914.0, 2769.0]","[1740.1, 2543.6, 1864.6, 2723.5]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.290127,304,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00304.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00304.txt,125,188 0.229787 0.352513 0.010169 0.023810,188,MAISKAKER POPCORN 125G FRIGGS,188,MAISKAKER POPCORN 125G FRIGGS,0.53191,0.454557,"[906.0, 1030.0, 947.0, 1102.0]","[906.2, 1023.1, 985.8, 1098.7]",Check bbox tightness/extent for occluded or adjacent items.
class_confusion,0.275154,12,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00012.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00012.txt,21,160 0.419750 0.572500 0.040500 0.075667,160,ALI ORIGINAL KOKMALT 250G,171,ALI ORIGINAL FILTERMALT 250G,0.00197,0.684929,"[1598.0, 1604.0, 1760.0, 1831.0]","[1557.5, 1620.9, 1776.1, 1835.7]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
box_near_miss,0.269785,304,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00304.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00304.txt,6,5 0.343626 0.322090 0.031994 0.030423,5,GRISSINI HVITLØK 125G GRANFORNO,5,GRISSINI HVITLØK 125G GRANFORNO,0.480766,0.438844,"[1321.0, 928.0, 1450.0, 1020.0]","[1306.4, 913.7, 1554.9, 1016.4]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.258774,304,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00304.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00304.txt,5,5 0.369916 0.317295 0.031994 0.031415,5,GRISSINI HVITLØK 125G GRANFORNO,5,GRISSINI HVITLØK 125G GRANFORNO,0.480766,0.461747,"[1427.0, 912.0, 1556.0, 1007.0]","[1306.4, 913.7, 1554.9, 1016.4]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.254572,152,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00152.jpeg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00152.txt,58,268 0.868056 0.637401 0.023313 0.038690,268,SUPERGRØT KANEL&PUFFET QUINOA 54G,268,SUPERGRØT KANEL&PUFFET QUINOA 54G,0.480809,0.470535,"[3453.0, 1869.0, 3547.0, 1986.0]","[3415.4, 1875.9, 3524.6, 1971.9]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.249128,300,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00300.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00300.txt,45,338 0.073578 0.878844 0.138558 0.101438,338,HUSMAN KNEKKEBRØD 520G WASA,338,HUSMAN KNEKKEBRØD 520G WASA,0.458018,0.456074,"[13.0, 3339.0, 432.0, 3748.0]","[4.6, 3531.2, 396.9, 3771.7]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.240612,89,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00089.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00089.txt,35,110 0.076224 0.549231 0.151786 0.055804,110,BREMYKT 250G,110,BREMYKT 250G,0.474971,0.493418,"[1.0, 2102.0, 460.0, 2327.0]","[9.2, 2110.4, 338.6, 2265.1]",Check bbox tightness/extent for occluded or adjacent items.
class_confusion,0.227954,304,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00304.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00304.txt,139,345 0.341766 0.384590 0.026290 0.031085,345,KNEKKEBRØD URTER&HAVSALT 220G SIGDAL,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.026325,0.530397,"[1325.0, 1116.0, 1431.0, 1210.0]","[1352.8, 1131.5, 1428.3, 1201.5]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
box_near_miss,0.223829,12,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00012.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00012.txt,58,100 0.176625 0.889000 0.037250 0.082667,100,EVERGOOD CLASSIC FILTERMALT 250G,100,EVERGOOD CLASSIC FILTERMALT 250G,0.429156,0.478443,"[632.0, 2543.0, 781.0, 2791.0]","[620.7, 2554.2, 727.7, 2750.0]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.209634,304,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00304.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00304.txt,9,0 0.413938 0.376819 0.026290 0.030754,0,FRØKRISP KNEKKEBRØD ØKOLOGISK 170G BERIT,0,FRØKRISP KNEKKEBRØD ØKOLOGISK 170G BERIT,0.349879,0.400837,"[1616.0, 1093.0, 1722.0, 1186.0]","[1656.1, 1078.0, 1712.4, 1169.2]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.19738,304,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00304.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00304.txt,107,349 0.305928 0.500331 0.012649 0.016534,349,KNEKKEBRØD SPORT+ 210G WASA,349,KNEKKEBRØD SPORT+ 210G WASA,0.351233,0.438038,"[1208.0, 1488.0, 1259.0, 1538.0]","[1211.4, 1487.6, 1307.1, 1542.6]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.188817,116,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00116.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00116.txt,68,186 0.880833 0.726250 0.076333 0.048500,186,SUPERGRØT SKOGSBÆR 57G BARE BRA,186,SUPERGRØT SKOGSBÆR 57G BARE BRA,0.37583,0.4976,"[2528.0, 2808.0, 2757.0, 3002.0]","[2507.5, 2837.4, 2730.2, 3087.7]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.186421,304,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00304.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00304.txt,106,349 0.318700 0.500000 0.016369 0.017196,349,KNEKKEBRØD SPORT+ 210G WASA,349,KNEKKEBRØD SPORT+ 210G WASA,0.351233,0.469237,"[1252.0, 1486.0, 1318.0, 1538.0]","[1211.4, 1487.6, 1307.1, 1542.6]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.164792,13,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00013.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00013.txt,30,225 0.435375 0.180000 0.031750 0.058667,225,EVERGOOD CLASSIC KAFFEKAPSEL 10STK,225,EVERGOOD CLASSIC KAFFEKAPSEL 10STK,0.313781,0.474819,"[1678.0, 452.0, 1805.0, 628.0]","[1661.7, 396.0, 1800.9, 576.3]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.138691,270,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00270.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00270.txt,25,233 0.499892 0.451037 0.031791 0.082949,233,LEKSANDS KNEKKE GODT STEKT 200G,233,LEKSANDS KNEKKE GODT STEKT 200G,0.241799,0.42642,"[2238.0, 1422.0, 2385.0, 1710.0]","[2216.4, 1554.4, 2371.8, 1699.3]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.127473,302,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00302.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00302.txt,107,21 0.631076 0.573413 0.012649 0.060847,21,KNEKKEBRØD RUNDA SESAM&HAVSALT 290G WASA,21,KNEKKEBRØD RUNDA SESAM&HAVSALT 290G WASA,0.1517,0.362636,"[2519.0, 1642.0, 2570.0, 1826.0]","[2452.0, 1643.3, 2563.2, 1831.8]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.126441,75,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00075.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00075.txt,136,80 0.584293 0.912060 0.122533 0.023116,80,FROKOSTEGG FRITTGÅENDE L 12STK PRIOR,80,FROKOSTEGG FRITTGÅENDE L 12STK PRIOR,0.1454,0.367797,"[636.0, 896.0, 785.0, 919.0]","[634.3, 891.6, 794.4, 949.8]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.125287,183,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00183.jpeg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00183.txt,106,7 0.845238 0.700397 0.064484 0.062169,7,PUFFET HAVRE 340G FIRST PRICE,7,PUFFET HAVRE 340G FIRST PRICE,0.002501,0.373563,"[3278.0, 2024.0, 3538.0, 2212.0]","[3268.3, 2036.4, 3520.0, 2113.0]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.123298,254,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00254.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00254.txt,18,349 0.988011 0.589750 0.023091 0.056000,349,KNEKKEBRØD SPORT+ 210G WASA,349,KNEKKEBRØD SPORT+ 210G WASA,0.210905,0.415388,"[2199.0, 2247.0, 2251.0, 2471.0]","[2143.1, 2225.1, 2252.0, 2482.6]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.122767,304,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00304.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00304.txt,111,244 0.309772 0.426422 0.011409 0.013558,244,RUGSPRØ HAVRE 180G WASA,244,RUGSPRØ HAVRE 180G WASA,0.064671,0.386167,"[1226.0, 1269.0, 1272.0, 1310.0]","[1211.2, 1243.8, 1274.3, 1321.2]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.12119,303,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00303.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00303.txt,22,307 0.834821 0.085813 0.035714 0.020833,307,MAISKAKER OST 125G FRIGGS,307,MAISKAKER OST 125G FRIGGS,0.058684,0.39405,"[3294.0, 228.0, 3438.0, 291.0]","[3313.3, 234.5, 3428.9, 355.9]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.121032,303,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00303.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00303.txt,20,307 0.801711 0.108300 0.057788 0.061177,307,MAISKAKER OST 125G FRIGGS,307,MAISKAKER OST 125G FRIGGS,0.000806,0.394839,"[3116.0, 235.0, 3349.0, 420.0]","[3031.3, 255.3, 3338.3, 536.2]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.119384,12,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00012.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00012.txt,90,100 0.303000 0.703167 0.028500 0.079000,100,EVERGOOD CLASSIC FILTERMALT 250G,100,EVERGOOD CLASSIC FILTERMALT 250G,0.135884,0.40308,"[1155.0, 1991.0, 1269.0, 2228.0]","[1134.1, 1921.8, 1343.5, 2241.9]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.114938,251,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00251.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00251.txt,77,85 0.177375 0.908000 0.031250 0.143333,85,RIS PUFFET 260G FIRST PRICE,85,RIS PUFFET 260G FIRST PRICE,0.008738,0.42531,"[647.0, 2509.0, 772.0, 2939.0]","[543.4, 2547.8, 816.6, 2916.7]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.113845,62,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00062.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00062.txt,58,100 0.441111 0.871951 0.045185 0.056098,100,EVERGOOD CLASSIC FILTERMALT 250G,100,EVERGOOD CLASSIC FILTERMALT 250G,0.064273,0.430773,"[565.0, 1038.0, 626.0, 1107.0]","[580.6, 1048.8, 623.9, 1144.9]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.113721,195,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00195.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00195.txt,54,78 0.882647 0.526382 0.024969 0.090452,78,MUSLI HAVRE&MANDEL 400G BARE BRA,78,MUSLI HAVRE&MANDEL 400G BARE BRA,0.000503,0.431395,"[697.0, 383.0, 717.0, 455.0]","[677.3, 379.1, 715.5, 457.1]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.110412,108,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00108.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00108.txt,46,275 0.587632 0.555184 0.204365 0.047867,275,EGG FRITTGÅENDE 18STK S/M FIRST PRICE,275,EGG FRITTGÅENDE 18STK S/M FIRST PRICE,0.001724,0.44794,"[1468.0, 2142.0, 2086.0, 2335.0]","[1590.8, 2203.1, 2067.2, 2379.1]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.107465,116,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00116.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00116.txt,65,186 0.885667 0.771125 0.088000 0.085250,186,SUPERGRØT SKOGSBÆR 57G BARE BRA,186,SUPERGRØT SKOGSBÆR 57G BARE BRA,0.002749,0.462673,"[2525.0, 2914.0, 2789.0, 3255.0]","[2503.1, 2999.2, 2699.7, 3252.3]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.105208,251,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00251.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00251.txt,53,235 0.815625 0.896000 0.065750 0.038667,235,FLATBRØD ØKOLOGISK 190G RØROS,235,FLATBRØD ØKOLOGISK 190G RØROS,0.003608,0.473958,"[3131.0, 2630.0, 3394.0, 2746.0]","[3133.8, 2577.7, 3467.3, 2730.8]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.104358,152,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00152.jpeg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00152.txt,56,268 0.894221 0.634425 0.021577 0.033399,268,SUPERGRØT KANEL&PUFFET QUINOA 54G,268,SUPERGRØT KANEL&PUFFET QUINOA 54G,0.001538,0.478212,"[3562.0, 1868.0, 3649.0, 1969.0]","[3567.2, 1823.1, 3665.6, 1953.5]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.103635,243,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00243.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00243.txt,4,305 0.389937 0.315352 0.117400 0.072669,305,GRANOLA KAKAO&BRINGEBÆR 430G BARE BRA,305,GRANOLA KAKAO&BRINGEBÆR 430G BARE BRA,0.000579,0.481823,"[632.0, 1125.0, 856.0, 1418.0]","[667.6, 1187.7, 811.8, 1407.0]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.101442,251,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00251.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00251.txt,24,86 0.512625 0.750833 0.061750 0.039667,86,HAVRE KNEKKEBRØD 300G WASA,86,HAVRE KNEKKEBRØD 300G WASA,0.002064,0.492789,"[1927.0, 2193.0, 2174.0, 2312.0]","[1930.2, 2240.7, 2175.6, 2335.5]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.100443,152,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00152.jpeg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00152.txt,27,214 0.818576 0.733631 0.056300 0.108135,214,HAVREGRØT ROSIN&VANILJE 525G AXA,214,HAVREGRØT ROSIN&VANILJE 525G AXA,0.016794,0.497785,"[3187.0, 2055.0, 3414.0, 2382.0]","[3256.6, 2074.1, 3400.6, 2330.7]",Check bbox tightness/extent for occluded or adjacent items.
