method	path	tags	operationId	deprecated	summary
put	/purchaseOrder/deviation/{id}/:deliver	purchaseOrder/deviation	PurchaseOrderDeviationDeliver_deliver	false	Send deviations to approval. Only available for Logistics Basic.
put	/purchaseOrder/deviation/{id}/:undeliver	purchaseOrder/deviation	PurchaseOrderDeviationUndeliver_undeliver	false	Set status to Not delivered for deviations. Only available for Logistics Basic.
get	/purchaseOrder/goodsReceipt	purchaseOrder/goodsReceipt	PurchaseOrderGoodsReceipt_search	false	Get goods receipt. Only available for Logistics Basic.
post	/purchaseOrder/goodsReceipt	purchaseOrder/goodsReceipt	PurchaseOrderGoodsReceipt_post	false	Register goods receipt without an existing purchase order. When registration of several goods receipt, use /list for better performance. Only available for Logistics Basic.
delete	/purchaseOrder/goodsReceipt/list	purchaseOrder/goodsReceipt	PurchaseOrderGoodsReceiptList_deleteByIds	false	Delete multiple goods receipts by ID. Only available for Logistics Basic.
post	/purchaseOrder/goodsReceipt/list	purchaseOrder/goodsReceipt	PurchaseOrderGoodsReceiptList_postList	false	Register multiple goods receipts without an existing purchase order. Only available for Logistics Basic.
delete	/purchaseOrder/goodsReceipt/{id}	purchaseOrder/goodsReceipt	PurchaseOrderGoodsReceipt_delete	false	Delete goods receipt by ID. Only available for Logistics Basic.
get	/purchaseOrder/goodsReceipt/{id}	purchaseOrder/goodsReceipt	PurchaseOrderGoodsReceipt_get	false	Get goods receipt by purchase order ID. Only available for Logistics Basic.
put	/purchaseOrder/goodsReceipt/{id}	purchaseOrder/goodsReceipt	PurchaseOrderGoodsReceipt_put	false	Update goods receipt. Only available for Logistics Basic.
put	/purchaseOrder/goodsReceipt/{id}/:confirm	purchaseOrder/goodsReceipt	PurchaseOrderGoodsReceiptConfirm_confirm	false	Confirm goods receipt. Only available for Logistics Basic.
put	/purchaseOrder/goodsReceipt/{id}/:receiveAndConfirm	purchaseOrder/goodsReceipt	PurchaseOrderGoodsReceiptReceiveAndConfirm_receiveAndConfirm	false	 Receive all ordered products and approve goods receipt. Only available for Logistics Basic.
put	/purchaseOrder/goodsReceipt/{id}/:registerGoodsReceipt	purchaseOrder/goodsReceipt	PurchaseOrderGoodsReceiptRegisterGoodsReceipt_registerGoodsReceipt	false	Register goods receipt. Quantity received on the products is set to the same as quantity ordered. To update the quantity received, use PUT /purchaseOrder/goodsReceiptLine/{id}. Only available for Logistics Basic.
get	/purchaseOrder/goodsReceiptLine	purchaseOrder/goodsReceiptLine	PurchaseOrderGoodsReceiptLine_search	false	Find goods receipt lines for purchase order. Only available for Logistics Basic.
post	/purchaseOrder/goodsReceiptLine	purchaseOrder/goodsReceiptLine	PurchaseOrderGoodsReceiptLine_post	false	Register new goods receipt; new product on an existing purchase order. When registration of several goods receipts, use /list for better performance. Only available for Logistics Basic.
delete	/purchaseOrder/goodsReceiptLine/list	purchaseOrder/goodsReceiptLine	PurchaseOrderGoodsReceiptLineList_deleteList	false	Delete goods receipt lines by ID. Only available for Logistics Basic.
post	/purchaseOrder/goodsReceiptLine/list	purchaseOrder/goodsReceiptLine	PurchaseOrderGoodsReceiptLineList_postList	false	Register multiple new goods receipts on an existing purchase order. Only available for Logistics Basic.
put	/purchaseOrder/goodsReceiptLine/list	purchaseOrder/goodsReceiptLine	PurchaseOrderGoodsReceiptLineList_putList	false	Update goods receipt lines on a goods receipt. Only available for Logistics Basic.
delete	/purchaseOrder/goodsReceiptLine/{id}	purchaseOrder/goodsReceiptLine	PurchaseOrderGoodsReceiptLine_delete	false	Delete goods receipt line by ID. Only available for Logistics Basic.
get	/purchaseOrder/goodsReceiptLine/{id}	purchaseOrder/goodsReceiptLine	PurchaseOrderGoodsReceiptLine_get	false	Get goods receipt line by purchase order line ID. Only available for Logistics Basic.
put	/purchaseOrder/goodsReceiptLine/{id}	purchaseOrder/goodsReceiptLine	PurchaseOrderGoodsReceiptLine_put	false	Update a goods receipt line on a goods receipt. Only available for Logistics Basic.
post	/purchaseOrder/orderline	purchaseOrder/orderline	PurchaseOrderOrderline_post	false	Creates purchase order line. Only available for Logistics Basic.
delete	/purchaseOrder/orderline/list	purchaseOrder/orderline	PurchaseOrderOrderlineList_deleteList	false	Delete purchase order lines by ID. Only available for Logistics Basic.
post	/purchaseOrder/orderline/list	purchaseOrder/orderline	PurchaseOrderOrderlineList_postList	false	Create list of new purchase order lines. Only available for Logistics Basic.
put	/purchaseOrder/orderline/list	purchaseOrder/orderline	PurchaseOrderOrderlineList_putList	false	Update a list of purchase order lines. Only available for Logistics Basic.
delete	/purchaseOrder/orderline/{id}	purchaseOrder/orderline	PurchaseOrderOrderline_delete	false	Delete purchase order line. Only available for Logistics Basic.
get	/purchaseOrder/orderline/{id}	purchaseOrder/orderline	PurchaseOrderOrderline_get	false	Find purchase order line by ID. Only available for Logistics Basic.
put	/purchaseOrder/orderline/{id}	purchaseOrder/orderline	PurchaseOrderOrderline_put	false	Updates purchase order line. Only available for Logistics Basic.
get	/purchaseOrder/purchaseOrderIncomingInvoiceRelation	purchaseOrder/purchaseOrderIncomingInvoiceRelation	PurchaseOrderPurchaseOrderIncomingInvoiceRelation_search	false	Find purchase order relation to voucher with sent data. Only available for Logistics Basic.
post	/purchaseOrder/purchaseOrderIncomingInvoiceRelation	purchaseOrder/purchaseOrderIncomingInvoiceRelation	PurchaseOrderPurchaseOrderIncomingInvoiceRelation_post	false	Create new relation between purchase order and a voucher. Only available for Logistics Basic.
delete	/purchaseOrder/purchaseOrderIncomingInvoiceRelation/list	purchaseOrder/purchaseOrderIncomingInvoiceRelation	PurchaseOrderPurchaseOrderIncomingInvoiceRelationList_deleteByIds	false	Delete multiple purchase order voucher relations. Only available for Logistics Basic.
post	/purchaseOrder/purchaseOrderIncomingInvoiceRelation/list	purchaseOrder/purchaseOrderIncomingInvoiceRelation	PurchaseOrderPurchaseOrderIncomingInvoiceRelationList_postList	false	Create a new list of relations between purchase order and voucher. Only available for Logistics Basic.
delete	/purchaseOrder/purchaseOrderIncomingInvoiceRelation/{id}	purchaseOrder/purchaseOrderIncomingInvoiceRelation	PurchaseOrderPurchaseOrderIncomingInvoiceRelation_delete	false	Delete purchase order voucher relation. Only available for Logistics Basic.
get	/purchaseOrder/purchaseOrderIncomingInvoiceRelation/{id}	purchaseOrder/purchaseOrderIncomingInvoiceRelation	PurchaseOrderPurchaseOrderIncomingInvoiceRelation_get	false	Find purchase order relation to voucher by ID. Only available for Logistics Basic.
delete	/purchaseOrder/{id}	purchaseOrder	PurchaseOrder_delete	false	 Delete purchase order. Only available for Logistics Basic.
get	/purchaseOrder/{id}	purchaseOrder	PurchaseOrder_get	false	Find purchase order by ID. Only available for Logistics Basic.
put	/purchaseOrder/{id}	purchaseOrder	PurchaseOrder_put	false	 Update purchase order. Only available for Logistics Basic.
put	/purchaseOrder/{id}/:send	purchaseOrder	PurchaseOrderSend_send	false	Send purchase order by ID and sendType. Only available for Logistics Basic.
put	/purchaseOrder/{id}/:sendByEmail	purchaseOrder	PurchaseOrderSendByEmail_sendByEmail	false	Send purchase order by customisable email. Only available for Logistics Basic.
delete	/purchaseOrder/{id}/attachment	purchaseOrder	PurchaseOrderAttachment_deleteAttachment	false	Delete attachment. Only available for Logistics Basic.
post	/purchaseOrder/{id}/attachment	purchaseOrder	PurchaseOrderAttachment_uploadAttachment	false	Upload attachment to purchase order. Only available for Logistics Basic.
post	/purchaseOrder/{id}/attachment/list	purchaseOrder	PurchaseOrderAttachmentList_uploadAttachments	false	Upload multiple attachments to Purchase Order. Only available for Logistics Basic.
get	/reminder	reminder	Reminder_search	false	Find reminders corresponding with sent data.
get	/reminder/{id}	reminder	Reminder_get	false	Get reminder by ID.
get	/reminder/{reminderId}/pdf	reminder	ReminderPdf_downloadPdf	false	Get reminder document by reminder ID.
get	/resultbudget	resultbudget	Resultbudget_search	false	Find result budgets corresponding with sent data. Either specify the ids of the departments, projects, products or employees to return result budgets for, or use the boolean parameters includeAll***ResultBudgets to get all results budgets.
get	/resultbudget/company	resultbudget	ResultbudgetCompany_getCompanyResultBudget	false	Get result budget for company
get	/resultbudget/department/{id}	resultbudget	ResultbudgetDepartment_getDepartmentResultBudget	false	Get result budget associated with a departmentId
get	/resultbudget/employee/{id}	resultbudget	ResultbudgetEmployee_getEmployeeResultBudget	false	Get result budget associated with an employeeId
get	/resultbudget/product/{id}	resultbudget	ResultbudgetProduct_getProductResultBudget	false	Get result budget associated with a productId
get	/resultbudget/project/{id}	resultbudget	ResultbudgetProject_getProjectResultBudget	false	Get result budget associated with a projectId
get	/saft/exportSAFT	saft	SaftExportSAFT_exportSAFT	false	[BETA] Create SAF-T export for the Tripletex account.
post	/saft/importSAFT	saft	SaftImportSAFT_importSAFT	false	[BETA] Import SAF-T. Send XML file as multipart form.
get	/salary/compilation	salary/compilation	SalaryCompilation_get	false	Find salary compilation by employee.
get	/salary/compilation/pdf	salary/compilation	SalaryCompilationPdf_downloadPdf	false	Find salary compilation (PDF document) by employee.
post	/salary/financeTax/reconciliation/context	financeTax/reconciliation	SalaryFinanceTaxReconciliationContext_postContext	false	Create a financeTax reconciliation context for a customer
get	/salary/financeTax/reconciliation/{reconciliationId}/overview	financeTax/reconciliation	SalaryFinanceTaxReconciliationOverview_getOverview	false	Get finance tax overview for a specific reconciliation term
get	/salary/financeTax/reconciliation/{reconciliationId}/paymentsOverview	financeTax/reconciliation	SalaryFinanceTaxReconciliationPaymentsOverview_getPayments	false	Get finance tax payment overview from start of year to the current reconciliation term
post	/salary/holidayAllowance/reconciliation/context	salary/holidayAllowance/reconciliation	SalaryHolidayAllowanceReconciliationContext_postContext	false	Create a holiday allowance reconciliation context for a customer
get	/salary/holidayAllowance/reconciliation/{reconciliationId}/holidayAllowanceDetails	salary/holidayAllowance/reconciliation	SalaryHolidayAllowanceReconciliationHolidayAllowanceDetails_getHolidayAllowanceDetails	false	Get a holiday allowance details for the current reconciliation term
get	/salary/holidayAllowance/reconciliation/{reconciliationId}/holidayAllowanceSummary	salary/holidayAllowance/reconciliation	SalaryHolidayAllowanceReconciliationHolidayAllowanceSummary_getHolidayAllowanceSummary	false	Salary holiday allowance reconciliation summary
post	/salary/mandatoryDeduction/reconciliation/context	salary/mandatoryDeduction/reconciliation	SalaryMandatoryDeductionReconciliationContext_postContext	false	Create a mandatoryDeduction reconciliation context for a customer
get	/salary/mandatoryDeduction/reconciliation/{reconciliationId}/overview	salary/mandatoryDeduction/reconciliation	SalaryMandatoryDeductionReconciliationOverview_getOverview	false	Salary mandatory deduction reconciliation overview
get	/salary/mandatoryDeduction/reconciliation/{reconciliationId}/paymentsOverview	salary/mandatoryDeduction/reconciliation	SalaryMandatoryDeductionReconciliationPaymentsOverview_getPayments	false	Get mandatory deduction payments overview from start of year to the current reconciliation term
post	/salary/payrollTax/reconciliation/context	salary/payrollTax/reconciliation	SalaryPayrollTaxReconciliationContext_postContext	false	Create a payroll tax reconciliation context for a customer
get	/salary/payrollTax/reconciliation/{reconciliationId}/overview	salary/payrollTax/reconciliation	SalaryPayrollTaxReconciliationOverview_getOverview	false	Salary payroll tax reconciliation overview
get	/salary/payrollTax/reconciliation/{reconciliationId}/paymentsOverview	salary/payrollTax/reconciliation	SalaryPayrollTaxReconciliationPaymentsOverview_getPayments	false	Get a payroll tax payments from start of year to the current reconciliation term
get	/salary/payslip	salary/payslip	SalaryPayslip_search	false	Find payslips corresponding with sent data.
get	/salary/payslip/{id}	salary/payslip	SalaryPayslip_get	false	Find payslip by ID.
get	/salary/payslip/{id}/pdf	salary/payslip	SalaryPayslipPdf_downloadPdf	false	Find payslip (PDF document) by ID.
get	/salary/settings	salary/settings	SalarySettings_get	false	Get salary settings of logged in company.
put	/salary/settings	salary/settings	SalarySettings_put	false	Update settings of logged in company.
get	/salary/settings/holiday	salary/settings/holiday	SalarySettingsHoliday_search	false	Find holiday settings of current logged in company.
post	/salary/settings/holiday	salary/settings/holiday	SalarySettingsHoliday_post	false	Create a holiday setting of current logged in company.
delete	/salary/settings/holiday/list	salary/settings/holiday	SalarySettingsHolidayList_deleteByIds	false	Delete multiple holiday settings of current logged in company.
post	/salary/settings/holiday/list	salary/settings/holiday	SalarySettingsHolidayList_postList	false	Create multiple holiday settings of current logged in company.
put	/salary/settings/holiday/list	salary/settings/holiday	SalarySettingsHolidayList_putList	false	Update multiple holiday settings of current logged in company.
put	/salary/settings/holiday/{id}	salary/settings/holiday	SalarySettingsHoliday_put	false	Update a holiday setting of current logged in company.
get	/salary/settings/pensionScheme	salary/settings/pensionScheme	SalarySettingsPensionScheme_search	false	Find pension schemes.
post	/salary/settings/pensionScheme	salary/settings/pensionScheme	SalarySettingsPensionScheme_post	false	Create a Pension Scheme.
delete	/salary/settings/pensionScheme/list	salary/settings/pensionScheme	SalarySettingsPensionSchemeList_deleteByIds	false	Delete multiple Pension Schemes.
post	/salary/settings/pensionScheme/list	salary/settings/pensionScheme	SalarySettingsPensionSchemeList_postList	false	Create multiple Pension Schemes.
put	/salary/settings/pensionScheme/list	salary/settings/pensionScheme	SalarySettingsPensionSchemeList_putList	false	Update multiple Pension Schemes.
delete	/salary/settings/pensionScheme/{id}	salary/settings/pensionScheme	SalarySettingsPensionScheme_delete	false	Delete a Pension Scheme
get	/salary/settings/pensionScheme/{id}	salary/settings/pensionScheme	SalarySettingsPensionScheme_get	false	Get Pension Scheme for a specific ID
put	/salary/settings/pensionScheme/{id}	salary/settings/pensionScheme	SalarySettingsPensionScheme_put	false	Update a Pension Scheme
get	/salary/settings/standardTime	salary/settings/standardTime	SalarySettingsStandardTime_search	false	Get all standard times.
post	/salary/settings/standardTime	salary/settings/standardTime	SalarySettingsStandardTime_post	false	Create standard time.
get	/salary/settings/standardTime/byDate	salary/settings/standardTime	SalarySettingsStandardTimeByDate_getByDate	false	Find standard time by date
get	/salary/settings/standardTime/{id}	salary/settings/standardTime	SalarySettingsStandardTime_get	false	Find standard time by ID.
put	/salary/settings/standardTime/{id}	salary/settings/standardTime	SalarySettingsStandardTime_put	false	Update standard time. 
post	/salary/taxDeduction/reconciliation/context	salary/taxDeduction/reconciliation	SalaryTaxDeductionReconciliationContext_postContext	false	Create a taxDeduction reconciliation context for a customer
get	/salary/taxDeduction/reconciliation/{reconciliationId}/balanceAndOwedAmount	salary/reconciliation/tax-deduction,salary/taxDeduction/reconciliation	SalaryTaxDeductionReconciliationBalanceAndOwedAmount_getTaxDeductionDetails	false	Get tax deduction details for a reconciliation
get	/salary/taxDeduction/reconciliation/{reconciliationId}/overview	salary/taxDeduction/reconciliation	SalaryTaxDeductionReconciliationOverview_getOverview	false	Get salary tax deduction data for the reconciliation table
get	/salary/taxDeduction/reconciliation/{reconciliationId}/paymentsOverview	salary/taxDeduction/reconciliation	SalaryTaxDeductionReconciliationPaymentsOverview_getPayments	false	Get salary tax deduction payment overview from start of year to the current reconciliation term
post	/salary/transaction	salary/transaction	SalaryTransaction_post	false	Create a new salary transaction.
delete	/salary/transaction/{id}	salary/transaction	SalaryTransaction_delete	false	Delete salary transaction by ID.
get	/salary/transaction/{id}	salary/transaction	SalaryTransaction_get	false	Find salary transaction by ID.
post	/salary/transaction/{id}/attachment	salary/transaction	SalaryTransactionAttachment_uploadAttachment	false	Upload an attachment to a salary transaction
post	/salary/transaction/{id}/attachment/list	salary/transaction	SalaryTransactionAttachmentList_uploadAttachments	false	Upload multiple attachments to a salary transaction
put	/salary/transaction/{id}/deleteAttachment	salary/transaction	SalaryTransactionDeleteAttachment_deleteAttachment	false	Delete attachment.
get	/salary/type	salary/type	SalaryType_search	false	Find salary type corresponding with sent data.
get	/salary/type/{id}	salary/type	SalaryType_get	false	Find salary type by ID.
put	/subscription/cancel	subscription	SubscriptionCancel_cancel	false	Close account with/without read access
get	/subscription/packages	subscription	SubscriptionPackages_getPackages	false	Returns the packages that can exist for an account.
put	/subscription/reactivate	subscription	SubscriptionReactivate_reactivate	false	Reopen account with previous modules
get	/supplier	supplier	Supplier_search	false	Find suppliers corresponding with sent data.
post	/supplier	supplier	Supplier_post	false	Create supplier. Related supplier addresses may also be created.
post	/supplier/list	supplier	SupplierList_postList	false	Create multiple suppliers. Related supplier addresses may also be created.
put	/supplier/list	supplier	SupplierList_putList	false	Update multiple suppliers. Addresses can also be updated.
delete	/supplier/{id}	supplier	Supplier_delete	false	Delete supplier by ID
get	/supplier/{id}	supplier	Supplier_get	false	Get supplier by ID.
put	/supplier/{id}	supplier	Supplier_put	false	Update supplier. 
get	/supplierCustomer/search	supplierCustomer	SupplierCustomerSearch_search	false	Find all active suppliers and customers.
get	/supplierInvoice	supplierInvoice	SupplierInvoice_search	false	Find supplierInvoices corresponding with sent data.
put	/supplierInvoice/:addRecipient	supplierInvoice	SupplierInvoiceAddRecipient_addRecipientToMany	false	Add recipient.
put	/supplierInvoice/:approve	supplierInvoice	SupplierInvoiceApprove_approveMany	false	Approve supplier invoices.
put	/supplierInvoice/:reject	supplierInvoice	SupplierInvoiceReject_rejectMany	false	reject supplier invoices.
get	/supplierInvoice/forApproval	supplierInvoice	SupplierInvoiceForApproval_getApprovalInvoices	false	Get supplierInvoices for approval
put	/supplierInvoice/voucher/{id}/postings	supplierInvoice	SupplierInvoiceVoucherPostings_putPostings	false	[BETA] Put debit postings.
get	/supplierInvoice/{id}	supplierInvoice	SupplierInvoice_get	false	Get supplierInvoice by ID.
post	/supplierInvoice/{invoiceId}/:addPayment	supplierInvoice	SupplierInvoiceAddPayment_addPayment	false	Register payment, paymentType == 0 finds the last paymentType for this vendor.Use of this method requires setup done by Tripletex.
put	/supplierInvoice/{invoiceId}/:addRecipient	supplierInvoice	SupplierInvoiceAddRecipient_addRecipient	false	Add recipient to supplier invoices.
put	/supplierInvoice/{invoiceId}/:approve	supplierInvoice	SupplierInvoiceApprove_approve	false	Approve supplier invoice.
put	/supplierInvoice/{invoiceId}/:changeDimension	supplierInvoice	SupplierInvoiceChangeDimension_changeDimensionMany	false	Change dimension on a supplier invoice.
put	/supplierInvoice/{invoiceId}/:reject	supplierInvoice	SupplierInvoiceReject_reject	false	reject supplier invoice.
get	/supplierInvoice/{invoiceId}/pdf	supplierInvoice	SupplierInvoicePdf_downloadPdf	false	Get supplierInvoice document by invoice ID.
get	/supportDashboard/bankruptAndExcludedCustomers	supportDashboard	SupportDashboardBankruptAndExcludedCustomers_getBankruptAndExcludedCustomers	false	Returns the customers for support dashboard.
get	/supportDashboard/export	supportDashboard	SupportDashboardExport_export	false	Export the customers table to a specific format
get	/timesheet/allocated	timesheet/allocated	TimesheetAllocated_search	false	Find allocated hour entries corresponding with sent data.
post	/timesheet/allocated	timesheet/allocated	TimesheetAllocated_post	false	Add new allocated hour entry. Only one entry per employee/date/activity/project combination is supported. Only holiday/vacation hours can receive comments. A notification will be sent to the entry's employee if the entry has a comment.
put	/timesheet/allocated/:approveList	timesheet/allocated	TimesheetAllocatedApproveList_approveList	false	Only for allocated hours on the company's internal holiday/vacation activity. Mark the allocated hour entry/entries as approved. The hours will be copied to the time sheet if the relevant weeks/months are not approved, and there are no interfering time clocks that are active. Notifications will be sent to the entries' employees if the entries' approval statuses or comments have changed. If IDs are provided, the other args are ignored.
put	/timesheet/allocated/:unapproveList	timesheet/allocated	TimesheetAllocatedUnapproveList_unapproveList	false	Only for allocated hours on the company's internal holiday/vacation activity. Mark the allocated hour entry/entries as unapproved. Notifications will be sent to the entries' employees if the entries' approval statuses or comments have changed. If IDs are provided, the other args are ignored.
post	/timesheet/allocated/list	timesheet/allocated	TimesheetAllocatedList_postList	false	Add new allocated hour entry. Multiple objects for several users can be sent in the same request. Only holiday/vacation hours can receive comments. Notifications will be sent to the entries' employees if the entries have comments.
put	/timesheet/allocated/list	timesheet/allocated	TimesheetAllocatedList_putList	false	Update allocated hour entry. Multiple objects for different users can be sent in the same request. Note: Allocated hour entry object fields which are present but not set, or set to 0, will be nulled. Only holiday/vacation hours can receive comments. Notifications will be sent to the entries' employees if the entries' comments have changed.
delete	/timesheet/allocated/{id}	timesheet/allocated	TimesheetAllocated_delete	false	Delete allocated hour entry by ID.
get	/timesheet/allocated/{id}	timesheet/allocated	TimesheetAllocated_get	false	Find allocated hour entry by ID.
put	/timesheet/allocated/{id}	timesheet/allocated	TimesheetAllocated_put	false	Update allocated hour entry by ID. Note: Allocated hour entry object fields which are present but not set, or set to 0, will be nulled. Only holiday/vacation hours can receive comments. A notification will be sent to the entry's employee if the entry's comment has changed.
put	/timesheet/allocated/{id}/:approve	timesheet/allocated	TimesheetAllocatedApprove_approve	false	Only for allocated hours on the company's internal holiday/vacation activity. Mark the allocated hour entry as approved. The hours will be copied to the time sheet if the relevant week/month is not approved, and there are no interfering time clocks that are active. A notification will be sent to the entry's employee if the entry's approval status or comment has changed.
put	/timesheet/allocated/{id}/:unapprove	timesheet/allocated	TimesheetAllocatedUnapprove_unapprove	false	Only for allocated hours on the company's internal holiday/vacation activity. Mark the allocated hour entry as unapproved. A notification will be sent to the entry's employee if the entry's approval status or comment has changed.
get	/timesheet/companyHoliday	timesheet/companyHoliday	TimesheetCompanyHoliday_search	false	[BETA] Search for company holidays by id or year.
post	/timesheet/companyHoliday	timesheet/companyHoliday	TimesheetCompanyHoliday_post	false	[BETA] Create a company holiday
delete	/timesheet/companyHoliday/{id}	timesheet/companyHoliday	TimesheetCompanyHoliday_delete	false	[BETA] Delete a company holiday
get	/timesheet/companyHoliday/{id}	timesheet/companyHoliday	TimesheetCompanyHoliday_get	false	[BETA] Get company holiday by its ID
put	/timesheet/companyHoliday/{id}	timesheet/companyHoliday	TimesheetCompanyHoliday_put	false	[BETA] Update a company holiday
get	/timesheet/entry	timesheet/entry	TimesheetEntry_search	false	Find timesheet entry corresponding with sent data.
post	/timesheet/entry	timesheet/entry	TimesheetEntry_post	false	Add new timesheet entry. Only one entry per employee/date/activity/project combination is supported.
get	/timesheet/entry/>recentActivities	timesheet/entry	TimesheetEntryRecentActivities_getRecentActivities	false	Find recently used timesheet activities.
get	/timesheet/entry/>recentProjects	timesheet/entry	TimesheetEntryRecentProjects_getRecentProjects	false	Find projects with recent activities (timesheet entry registered).
get	/timesheet/entry/>totalHours	timesheet/entry	TimesheetEntryTotalHours_getTotalHours	false	Find total hours registered on an employee in a specific period.
post	/timesheet/entry/list	timesheet/entry	TimesheetEntryList_postList	false	Add new timesheet entry. Multiple objects for several users can be sent in the same request.
put	/timesheet/entry/list	timesheet/entry	TimesheetEntryList_putList	false	Update timesheet entry. Multiple objects for different users can be sent in the same request.
delete	/timesheet/entry/{id}	timesheet/entry	TimesheetEntry_delete	false	Delete timesheet entry by ID.
get	/timesheet/entry/{id}	timesheet/entry	TimesheetEntry_get	false	Find timesheet entry by ID.
put	/timesheet/entry/{id}	timesheet/entry	TimesheetEntry_put	false	Update timesheet entry by ID. Note: Timesheet entry object fields which are present but not set, or set to 0, will be nulled.
put	/timesheet/month/:approve	timesheet/month	TimesheetMonthApprove_approve	false	approve month(s).  If id is provided the other args are ignored
put	/timesheet/month/:complete	timesheet/month	TimesheetMonthComplete_complete	false	complete month(s).  If id is provided the other args are ignored
put	/timesheet/month/:reopen	timesheet/month	TimesheetMonthReopen_reopen	false	reopen month(s).  If id is provided the other args are ignored
put	/timesheet/month/:unapprove	timesheet/month	TimesheetMonthUnapprove_unapprove	false	unapprove month(s).  If id is provided the other args are ignored
get	/timesheet/month/byMonthNumber	timesheet/month	TimesheetMonthByMonthNumber_getByMonthNumber	true	Find monthly status for given month.
get	/timesheet/month/byMonthNumberList	timesheet/month	TimesheetMonthByMonthNumberList_getByMonthNumberList	false	Find monthly status for given month list.
get	/timesheet/month/{id}	timesheet/month	TimesheetMonth_get	false	Find monthly status entry by ID.
get	/timesheet/salaryProjectTypeSpecification	timesheet/salaryProjectTypeSpecification	TimesheetSalaryProjectTypeSpecification_search	false	Get list of time sheet ProjectSalaryType specifications
post	/timesheet/salaryProjectTypeSpecification	timesheet/salaryProjectTypeSpecification	TimesheetSalaryProjectTypeSpecification_post	false	Create a timesheet ProjectSalaryType specification
delete	/timesheet/salaryProjectTypeSpecification/{id}	timesheet/salaryProjectTypeSpecification	TimesheetSalaryProjectTypeSpecification_delete	false	Delete a timesheet SalaryType specification
get	/timesheet/salaryProjectTypeSpecification/{id}	timesheet/salaryProjectTypeSpecification	TimesheetSalaryProjectTypeSpecification_get	false	Get timesheet ProjectSalaryType specification for a specific ID
put	/timesheet/salaryProjectTypeSpecification/{id}	timesheet/salaryProjectTypeSpecification	TimesheetSalaryProjectTypeSpecification_put	false	Update a timesheet ProjectSalaryType specification
get	/timesheet/salaryTypeSpecification	timesheet/salaryTypeSpecification	TimesheetSalaryTypeSpecification_search	false	[BETA] Get list of timesheet SalaryType Specifications
post	/timesheet/salaryTypeSpecification	timesheet/salaryTypeSpecification	TimesheetSalaryTypeSpecification_post	false	[BETA] Create a timesheet SalaryType Specification. Only one entry per employee/date/SalaryType
delete	/timesheet/salaryTypeSpecification/{id}	timesheet/salaryTypeSpecification	TimesheetSalaryTypeSpecification_delete	false	[BETA] Delete a timesheet SalaryType Specification
get	/timesheet/salaryTypeSpecification/{id}	timesheet/salaryTypeSpecification	TimesheetSalaryTypeSpecification_get	false	[BETA] Get timesheet SalaryType Specification for a specific ID
put	/timesheet/salaryTypeSpecification/{id}	timesheet/salaryTypeSpecification	TimesheetSalaryTypeSpecification_put	false	[BETA] Update a timesheet SalaryType Specification
get	/timesheet/settings	timesheet/settings	TimesheetSettings_get	false	[BETA] Get timesheet settings of logged in company.
get	/timesheet/timeClock	timesheet/timeClock	TimesheetTimeClock_search	false	Find time clock entries corresponding with sent data.
put	/timesheet/timeClock/:start	timesheet/timeClock	TimesheetTimeClockStart_start	false	Start time clock.
get	/timesheet/timeClock/present	timesheet/timeClock	TimesheetTimeClockPresent_getPresent	false	Find a user’s present running time clock.
get	/timesheet/timeClock/{id}	timesheet/timeClock	TimesheetTimeClock_get	false	Find time clock entry by ID.
put	/timesheet/timeClock/{id}	timesheet/timeClock	TimesheetTimeClock_put	false	Update time clock by ID.
put	/timesheet/timeClock/{id}/:stop	timesheet/timeClock	TimesheetTimeClockStop_stop	false	Stop time clock.
get	/timesheet/week	timesheet/week	TimesheetWeek_search	false	Find weekly status By ID, week/year combination, employeeId or an approver
put	/timesheet/week/:approve	timesheet/week	TimesheetWeekApprove_approve	false	Approve week. By ID or (ISO-8601 week and employeeId combination).
put	/timesheet/week/:complete	timesheet/week	TimesheetWeekComplete_complete	false	Complete week. By ID or (ISO-8601 week and employeeId combination).
put	/timesheet/week/:reopen	timesheet/week	TimesheetWeekReopen_reopen	false	Reopen week. By ID or (ISO-8601 week and employeeId combination).
put	/timesheet/week/:unapprove	timesheet/week	TimesheetWeekUnapprove_unapprove	false	Unapprove week. By ID or (ISO-8601 week and employeeId combination).
get	/token/consumer/byToken	token/consumer	TokenConsumerByToken_getByToken	false	Get consumer token by token string.
put	/token/employee/:create	token/employee	TokenEmployeeCreate_create	false	Create an employee token. Only selected consumers are allowed
post	/token/session/:create	token/session	TokenSessionCreate_createWithBody	false	Create session token.
put	/token/session/:create	token/session	TokenSessionCreate_create	true	Create session token.
get	/token/session/>whoAmI	token/session	TokenSessionWhoAmI_whoAmI	false	Find information about the current user.
delete	/token/session/{token}	token/session	TokenSession_delete	false	Delete session token.
get	/transportType	transportType	TransportType_search	false	[BETA] Search transport type by supplier.
get	/transportType/{id}	transportType	TransportType_get	false	 [BETA] Find transport type by ID.
get	/travelExpense	travelExpense	TravelExpense_search	false	Find travel expenses corresponding with sent data.
post	/travelExpense	travelExpense	TravelExpense_post	false	Create travel expense.
put	/travelExpense/:approve	travelExpense	TravelExpenseApprove_approve	false	Approve travel expenses.
put	/travelExpense/:copy	travelExpense	TravelExpenseCopy_copy	false	Copy travel expense.
